task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch
Superconductor-RandomForest-v0,-0.2944121546148758,-0.6071481503199114,
TFBind8-Exact-v0,0.9781735723755026,0.8872413222185852,
TFBind10-Exact-v0,0.894771769073756,0.6842178536217655,
gtopx_data_2_1,0.7268510649244592,,0.8304521676335224
gtopx_data_3_1,0.7996648228290751,,0.7876970548477796
gtopx_data_4_1,0.8886336741476704,,0.8110052137295635
gtopx_data_6_1,0.5925656140274908,,0.9121972657034833
KP_50,0.9311838247751436,0.9136689872831464,0.8503028394503749
KP_100,0.8748045186587732,0.925909178043648,0.8716332433608673
KP_200,0.9937686449116144,0.9696909807883654,0.9058527866333982
TSP_20,0.0,-20.07177714219359,0.0
TSP_50,0.0,0.0,0.0
TSP_100,0.0,0.0,0.0
