task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch
Superconductor-RandomForest-v0,0.3455631741431492,0.1775582187762899,0.7405825930663184
TFBind8-Exact-v0,0.8362947931654454,0.8897561328930519,0.8722861463359185
TFBind10-Exact-v0,0.7561809078570338,0.6622606190711682,0.8192989233376577
gtopx_data_2_1,0.4992131501725171,,0.9695989026043038
gtopx_data_3_1,0.8177024832811376,,0.8337656309904268
gtopx_data_4_1,0.8304440023147878,,0.8265249006853025
gtopx_data_6_1,0.8706667671006831,,0.8037498170717056
KP_50,0.8482360284529085,,0.9189940987409592
KP_100,0.904985880378708,,0.8964393761033025
KP_200,0.921149970881316,,0.8434387235014174
TSP_20,0.0,,0.0
TSP_50,0.0,,0.0
TSP_100,0.0,,0.0
