task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch
Superconductor-RandomForest-v0,-0.5544482912204362,-0.5125440186182989,0.4771101035174115
TFBind8-Exact-v0,0.9142215380476204,0.8947600829899968,0.9477462747645704
TFBind10-Exact-v0,0.5840379214541122,0.6768403009355249,0.7521392076248277
gtopx_data_2_1,0.7890275510030599,0.9442484761692508,0.9198750053482458
gtopx_data_3_1,0.7070953670758048,0.8077060277085466,0.7662103602407366
gtopx_data_4_1,0.8603661071526343,0.8707330863390867,0.8951648173333653
gtopx_data_6_1,0.6700672011812542,0.6515245788496052,0.924480219799517
KP_50,0.8877880535935097,0.9427916996955694,0.8410766869388515
KP_100,0.9205734641916836,0.8304072117886837,0.8038000028252564
KP_200,0.9533846524034302,0.8952633926747073,0.892381520463469
TSP_20,0.0,0.0,0.0
TSP_50,0.0,0.0,0.0
TSP_100,0.0,0.0,0.0
