task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch
AntMorphology-Exact-v0,0.818210244178772,0.6873939037322998,
DKittyMorphology-Exact-v0,0.8753716945648193,0.952951431274414,
Superconductor-RandomForest-v0,0.3898197114467621,0.4508803784847259,
TFBind8-Exact-v0,0.9366366863250732,0.9400486350059508,
TFBind10-Exact-v0,0.6508272886276245,0.6978024840354919,
HopperController-Exact-v0,0.0725718289613723,0.1695706844329834,
gtopx_data_2_1,0.999953130441994,0.9998703969715842,0.9999101496821008
gtopx_data_3_1,0.9999948544225394,0.999999170138107,0.9999932835822876
gtopx_data_4_1,0.9999999586807417,0.9999999527209524,0.9999999714865168
gtopx_data_6_1,0.999966322906646,0.99997412351697,0.9999693688071676
KP_50,2.4360947608947754,2.4439730644226074,2.3141438961029053
KP_100,2.347236156463623,2.367762804031372,2.2940897941589355
KP_200,2.193275213241577,2.206817865371704,2.1303396224975586
TSP_20,0.5813356637954712,0.7219979763031006,0.514070987701416
TSP_50,0.3684672117233276,0.6019980907440186,0.7043316960334778
TSP_100,0.4265785217285156,0.2734825611114502,0.5910636186599731
LunarLander_136,1.0106432744415763,0.8027211561755349,0.999052216106556
LunarLander_100,0.573947380992624,0.6050418572730363,0.9189135348625116
LunarLander_148,0.9643058131400304,1.1349528239080169,0.643975756883702
LunarLander_91,0.7729356868934288,0.7915460684485739,0.6816024548423154
LunarLander_152,0.6269356133322997,0.9391551365116048,0.8704537449530069
LunarLander_117,0.8054314550829746,0.8522709859952137,0.7406882210978134
LunarLander_174,0.9535784621870504,0.7927049788246223,0.8057311684385438
LunarLander_127,0.788857756726185,0.9896764156136042,0.9849625800043466
LunarLander_60,0.8160151130068978,,1.0056498642541687
LunarLander_163,0.9121829646246332,,0.9468512566767104
LunarLander_86,0.8776048641006249,,0.9733888387690476
LunarLander_142,0.4454378135254259,,0.3607978411764304
LunarLander_113,0.6479556338422328,,0.7343098282422913
LunarLander_155,0.897025642562939,,0.9931166227368374
LunarLander_53,0.8700726951799227,,0.8841359960092194
LunarLander_159,0.8157602907071954,,0.8293697762563255
LunarLander_180,0.654964644049944,,0.4864301599712258
LunarLander_103,2.1665968213796103,,0.8472321425254487
LunarLander_116,0.7543160913617262,,1.283232144259225
RobotPush_256,1.863584050705609,,2.311992972434705
RobotPush_210,1.0531673391078855,,0.863279918654907
RobotPush_12,0.9831901950435556,,0.991803569918814
RobotPush_125,0.7018812064480205,,0.8366370795324762
RobotPush_140,1.2525920672781077,,1.2581578888072944
RobotPush_96,0.986393013704706,,0.9071478208032312
RobotPush_172,0.5808468736485474,,0.6566967438879714
RobotPush_182,1.0,,1.0
RobotPush_123,0.9618347581107805,,0.9655078903072664
RobotPush_22,0.9512948311092598,,0.972270090007166
RobotPush_11,0.9517655687750016,,0.9885960967312344
RobotPush_144,0.5898746451825713,,0.5989638499385295
RobotPush_298,1.0054562173524213,,0.9985523266011488
RobotPush_291,0.9957397715208616,,0.8793143571655314
RobotPush_90,0.934893563567484,,0.9715331740548252
RobotPush_57,1.0008010920278343,,0.7663240262936077
RobotPush_160,0.989105859595186,,0.9831707384547224
RobotPush_250,0.9695452148977536,,0.971736717772483
RobotPush_21,0.9545769468174078,,0.8540301651875054
RobotPush_100,0.9976563788759653,,0.9956142052403748
Rover_107,0.9979778615602026,,1.0018990985981264
Rover_160,0.991137669323997,,0.9241682489572408
Rover_292,1.0508210045364412,,0.91686356263032
Rover_130,0.9902944001343656,,0.9876227331200972
Rover_85,0.9182612610251814,,0.9356149768122456
Rover_54,0.9382723180895118,,0.9441951947436392
Rover_205,0.9807698742495832,,0.953815782266054
Rover_150,0.8887193657462193,,0.987839726524248
Rover_97,0.907075062164966,,0.9779167849135236
